,0
12482,thats right oh yes it was all very efficiently done
12483,well i think the whole thing has been faked by somebody who wanted to frighten the colonists away
12484,yes they could have been faked by some sort of mechanical device
12485,yes yes exactly like this
12486,if you fire that thing youll spoil your whole story monsters dont carry guns you know
12487,yes im fine jo fine sorry if that spoils your plans captain dent
12488,i was to have been another victim of their imaginary monsters theyre trying to frighten you off this planet
12489,yes and one that i shall have great pleasure in bringing before the proper authorities you say theres some sort of procedure
12490,good im sure hell be very interested in hearing what i have to say
12491,oh yes yes the imc people are using a robot to fake these monsters
12492,optical trickery so that you think you can see monsters and a robot with claws so that you can see their effects the immobilized robot is at leesons dome or it was theyve probably removed it by now
12493,yes well dont worry old chap when the adjudicator hears of imcs methods hes bound to decide in your favour
12494,why shouldnt we still be here
12495,well id be only too pleased but at the moment im looking for some lost property its a box a tall blue box like
12496,well no i havent exactly lost it lets say its temporarily mislaid
12497,yes all right come on show me whats wrong
12498,later jo later
12499,eh oh as long as you want it to of course you say that somebody else has been trying to repair this relay circuit
12500,he didnt make a very good job in fact one might almost think that hes been trying to make things worse
12501,what
12502,what about
12503,all right captain dent wheres jo grant
12504,youve got no right to hold her without
12505,i see all right what do you want
12506,thats quite out of the question and i repeat where is jo grant
12507,what
12508,what good will that do dentll deny everything and youll be putting jos life at risk
12509,dents spaceship is only a few hundred yards from this dome hell be monitoring us on his scanners
12510,use your head man if he sees the slightest sign of a search hell detonate that charge
12511,winton wheres jo
12512,what you left her
12513,well how did you get away
12514,youve got to stop him dentll shoot them down and be glad of the excuse
12515,did you say one of them helped you
12516,well where was he
12517,can you direct me there
12518,ive got to talk to him the only way we can save jo now is with help from the inside
12519,i want your help
12520,did you know that captain dent had given orders to have me killed
12521,or that theyve taken jo grant prisoner and may kill her
12522,tomorrow morning the colonists are going to attack your spaceship
12523,i know thats why im here theres something that you can do to help me
12524,release jo grant before the attack starts
12525,you make a frontal attack like that and dentll blast you down without a seconds thought
12526,what difference does that make that ship is like a fortress and the men are trained by the time the adjudicator arrives well he will have killed them all and claimed it was selfdefence
12527,i see well you leave me no alternative if i cant stop you i must help you
12528,by giving you a piece of good advice unless you want imc warned id keep a very close watch of our friend norton
12529,by helping you devise a less idiot plan of attack
12530,excuse me
12531,all right dent wheres jo grant
12532,is this true
12533,ill leave them to you
12534,all i can do is go down to those primitive ruins and start searching from there
12535,good well winton seems to have seized control i only hope he can keep it
12536,weve got to find out whats happening in those primitive ruins and where theyve taken jo
12537,yes and morgan tried to kill another where would the primitives have taken jo to their city
12538,afraid
12539,well did they find them
12540,my dear ashe if the primitives have taken jo to their city i must go after her
12541,what else can i do
12542,what
12543,well i cant just sit here and wait in any case i havent got any food to offer them
12544,but youre running short
12545,thank you
12546,ive come to bring back the girl well ashe will come and give you food if you come and return her look i know you can understand me you can read my mind ive come to buy back the girl
12547,its all right jo its all right im here now
12548,what other one
12549,is it humanoid
12550,thats interesting there must be two races on this planet
12551,dont you worry about that my dear im going to buy you back
12552,thats right just a simple business transaction you know judging by the room and this machinery it could have been a highly advanced civilisation
12553,it went into a decline these primitives could be descendants of a tremendously advanced race
12554,thats extraordinary a sort of chronicle history buildings cities machines they even invented flight
12555,hmm oh buildings in ruins people lying dead some great catastrophe i should think after that everything changes yes look at this jo a completely different style and design much cruder more primitive
12556,it looks like some sort of sacrifice jo there would you say that was some sort of time mechanism
12557,ive no idea but if want to get out of here wed better distract him somehow
12558,jo i dont think he can see us come on
12559,lets not wait to find out
12560,checkmate im afraid miss grant
12561,its like a reactor
12562,i came to take her back
12563,we have no wish to offend your laws the race that built this city were intelligent civilised they wouldnt condemn the innocent
12564,surely the basis of all true law is justice look were both strangers to your planet the girl was brought here by your warriors as a captive all we ask is to be allowed to leave in peace
12565,thank you sir and may i say that im overjoyed to find that justice prevails in your city
12566,yes youre quite right lets get back to the space dome
12567,and why are you impersonating the adjudicator
12568,rubbish
12569,nobody sends me anywhere im a free agent
12570,well my immediate plans are to expose you as an imposter
12571,forged of course
12572,dont be absurd
12573,bureaucratic mumbojumbo
12574,oh is that what you plan to do
12575,winton again
12576,i cant jo he wouldnt understand
12577,yes well the master came to this planet for a purpose jo id like to hear what he has to say when ashe goes to see him
12578,now you stay here ive got to try and stop this senseless killing
12579,and whats that supposed to mean
12580,i agree dont you agree adjudicator
12581,you seem to have achieved a temporary victory young man what do you think is going to happen next
12582,i urge you not to trust this man hes an imposter
12583,i tell you that hes not the adjudicator if he wants to go to the primitive city its for some purpose of his own
12584,why dont you check his credentials with earth
12585,dont be absurd
12586,i repeat do not trust that man
12587,the master has them eating out of his hand
12588,i tried to
12589,no why should they ive got to get some real evidence
12590,in his tardis perhaps
12591,my dear jo a tardis can change its shape you know he changed his to look like the adjudicators spaceship
12592,with this  dont you remember when the master first came to earth i got a hold of the key to his tardis i always thought it might come in useful
12593,yes a slightly more advanced model actually
12594,quite flat wriggle away thats it wriggle away
12595,ah
12596,its a mineralogical survey report about this planet
12597,duralinium theres a lot of other survey reports here too hes visited a lot of planets recently he must be looking for something
12598,ah ha now thats more like it well done jo ill look after these if you dont mind
12599,yes of course i am but id like to find out why the master came to this planet
12600,im coming jo im coming jo youre standing in the alarm beam
12601,gas
12602,what have you done what have you done to her this time
12603,what stopped you
12604,what do you want there
12605,i take it that miss grant is to be held here as a hostage you know you really are most unimaginative
12606,you realise of course it can be extremely dangerous taking you to the primitive city
12607,yeah well you stay there ill go and shift that irrigation pipe
12608,ill remember look out
12609,this is just the beginning
12610,what with this somewhat clapped out and broken isnt it
12611,why not
12612,this is it this is the entrance
12613,i havent the remotest idea
12614,no you cant
12615,no             caldwell
12616,they dont speak theyre telepathic
12617,well it looks like some sort of lumber room take a look at this frieze here i think it might interest you
12618,its a sort of chronicle of their history showing that their science has deteriorated into a somewhat primitive religion
12619,is it well perhaps youd be kind enough to explain it to me
12620,yes i had rather gathered that
12621,you deduced all that from these pictures
12622,oh so thats more like it you mean that you stole the information
12623,tell me why are you so interested in the history of this planet
12624,why not superweapons usually are eventually
12625,i see and so the super race became priests of a lunatic religion worshipping machines instead of gods
12626,well may i remind you that their religion embraces sacrifice and that we are the destined victims
12627,i think youve left it a trifle late
12628,what about me
12629,is it well where is this super weapon of yours
12630,i do know a little basic astronomy
12631,in about ten thousand million years time yes
12632,thats unbelievable
12633,the cloud of cosmic matter that was once a sun of course
12634,so you intend to hold the universe to ransom
12635,no absolute power is evil
12636,no i will not join you in your absurd dreams of a galactic conquest
12637,what for what is the point
12638,youll never understand will you i want to see the universe not rule it
12639,wait and see
12640,the ultimate development of life on this planet
12641,dont listen to him sir
12642,on the contrary hell bring only death and destruction
12643,tell me sir has this weapon of yours ever brought good to your planet
12644,exactly the weapon has only brought death and yet he wants to spread that death throughout the galaxy unless you destroy this weapon sir he will use it for evil
12645,not only does justice prevail on your planet sir but also infinite compassion
12646,thank you sir
12647,jo what are you doing here
12648,weve got to get out of here at once the whole place is going up you have a map give it to me
12649,yes i think this is it come on
12650,look
12651,ashe
12652,and ashe insisted on staying on board yes yes he would of course  colonist
12653,well i cannot tell you how grateful i am
12654,what is it well er its er its a sort of antique really but it does have great sentimental value will you excuse us
12655,as far as hes concerned we havent the tardis returned to earth just a few seconds after it left
12656,dont try and explain jo hed never understand  ltback to the episode listing
12657,so
12658,you know really jo im obviously wasting my time trying to turn you into a scientist
12659,how well i just know thats all everything that happens in life must have a scientific explanation if you know where to look for it that is excuse me
12660,you know jo for a reasonably intelligent young lady you do have the most absurd ideas
12661,bessie how dare you go gallivanting around like that
12662,would you believe magic
12663,hmm
12664,well jo would
12665,well you explain it then
12666,naturally or should i say scientifically solenoids and a solar mechanism in bessie and
12667,would you like me to show you some more then
12668,coming where
12669,oh not you too captain yates
12670,captain yates you astound me
12671,what did you say
12672,devils end devils end
12673,yes yes im fine
12674,lets see what he has to say  fergus
12675,beltane of course  horner
12676,i dont know aquarius the devils hump beltane  hawthorne
12677,devils end of course that woman is perfectly right weve got to stop that lunatic before its too late    fergus
12678,its no good were hopelessly lost
12679,well if we had we would have been there by now you must have missed one
12680,if you look at the map the right way up we might eventually get there now which way is it
12681,thank you very much
12682,thats quite all right we dont want a drink just the directions to the devils hump
12683,yes yes i know but would you please tell us the way this is very urgent
12684,i can assure you sir it will be no such thing
12685,i am no sort of chap sir
12686,wig
12687,look there is no time for all these unnecessary questions
12688,i want to go up to the devils hump because i want to stop that lunatic professor of your from bringing devastation upon you all
12689,is nobody here capable of answering a perfectly simple enquiry whats the matter with you all
12690,fuss ive never heard such balderdash in all
12691,excellent thank you very much
12692,its no good were just wasting time come on if we run well just make it
12693,stop stop that dig stop it
12694,eureka     outside the village a delivery van swerves off the road by the turning to devils end the driver runs covering his ears at the unearthly noise then his van bursts into flames
12695,jo jo please stop fussing
12696,look i tell you i am perfectly all right it was a bit parky up there for a while ill admit but it soon warmed up
12697,yes the final confirmation of my theory
12698,yes i think so
12699,no not just yet i want to wait until im absolutely sure right im going back up to the dig
12700,fortunately no captain yates youd better wait here all right
12701,get him over to that bench quickly
12702,yes its all right i am a doctor
12703,thank you very much and thank you too miss hawthorne
12704,yes of course its a great pity they didnt listen to you in the first place
12705,elementals
12706,you saw the devil
12707,and what did he look like
12708,look miss hawthorne i agreed with you from the first about the danger but now i think youre utterly mistaken whatever else you saw it certainly was not the devil
12709,nonsense jo miss hawthorne who is the leader of this cult
12710,magister yes of course i should have known
12711,jo did you fail latin as well as science magister is the latin word for master
12712,right get the saw will you
12713,poor fellow
12714,well it certainly wasnt the devil at least not exactly
12715,look im going in would you prefer to wait outside
12716,no of course not id be glad of the company come on
12717,if my theorys right were all in mortal danger
12718,everyone in the whole world ah
12719,metal
12720,thats right except that it isnt a model
12721,jo look at the shape of this tomb
12722,a different size thats all now you try picking it up
12723,the reason why you cant pick it up is that is weighs about seven hundred and fifty tons at a rough guess
12724,be serious all right about a hundred thousand years ago
12725,phew
12726,iron its an old magical defence
12727,i dont but he did luckily
12728,no its the first line of an old venusian lullaby as a matter of fact roughly translated it goes close your eyes my darling well three of them at least
12729,i must admit that thing took me completely by surprise
12730,it looked like a gargoyle made of stone
12731,in a sense yes
12732,no the creature she saw must have been a hundred times more hideous
12733,no not your mythical devil jo no but something far more real and far more dangerous
12734,oh thank you miss hawthorne let me help you
12735,youve all been asking me for explanations perhaps these will help me to provide them
12736,nonsense
12737,theres nothing more real than a forcefield sergeant even a psionic one
12738,science
12739,science miss hawthorne
12740,well done jo youre being logical at last ill turn you into a scientist yet right if there are no more interruptions ill tell you what it is
12741,give me that hello lethbridge stewart the doctor here what about going over the top of it
12742,or were locked in all right brigadier well keep in touch
12743,right thats it now as you can see were smack in the middle of a sort of lethal mushroom about ten miles across and a mile high
12744,yes all right jo captain yates would you mind drawing the curtains
12745,top of the class jo top of the class thats right thats the egyptian god khnum with horns theres another one a hindu demon
12746,oh thank you very much and our old friend the horned beast
12747,probably because i havent finished captain yates
12748,ever since man began exactly but why all right captain yates the curtains now creatures like those have been seen over and over again throughout the history of man and man has turned them into myths gods or devils but theyre neither they are in fact creatures from another world
12749,precisely only far far older and immeasurably more dangerous
12750,thats right theyre daemons from the planet daemos which is
12751,and they first came to earth nearly one hundred thousand years ago
12752,thats right mind you when it landed it was two hundred feet long and thirty feet across but they diminished it just as they diminished themselves which accounts for the heat wave and the freezeup
12753,oh come on jo emc squared
12754,look when you lose mass the energy has to go somewhere
12755,exactly
12756,to help homo sapiens kick out neanderthal man theyve been coming and going ever since the greek civilisation the renaissance the industrial revolution they were all inspired by the daemons
12757,look dont you see all the magical traditions are just remnants of their advanced science and that is what the master is using
12758,amoral perhaps they help earth but on their own terms its a scientific experiment to them just another laboratory rat
12759,hes established a link with the daemon what worries me is the choice domination by the master or total annihilation
12760,what does any scientist do with an experiment that fails he chucks it in the rubbish bin
12761,now the daemon will appear three times and the third time hell probably tell us what our fate is to be now hell be in the cavern somewhere awaiting the masters second call
12762,youd be wasting your time sergeant at the moment hes so small hes practically invisible
12763,jo would you get me a piece of paper and a pencil please
12764,what give me that youll do no such thing lethbridge stewart of all the idiotic suggestions in the first place the energy released would only strengthen the barrier in the second place it would provoke the most appalling reprisals and in the third place ive got a better idea over
12765,with the new mark 4a condenser unit
12766,right well tell him to build an ehf wide band width variable phase oscillator with a negative feedback circuit tunable to the frequency of an air molecule at er what is the temperature up at the barrier brigadier
12767,well its a simple enough question over
12768,all right ill come out and explain it to you myself yates and benton can stay here and keep an eye open only dont touch anything until i get there understood    brigadier
12769,jo the brigadier is doing his best to cope with an almost impossible situation and since he is your superior officer you might at least show him a little respect coming
12770,whos flying that thing thats not benton
12771,hang on jo were in for a bumpy ride
12772,like a man possessed you mean look out hes coming back
12773,no you keep away its me hes after not you
12774,hes trying to drive us into the heat barrier
12775,hang tight jo hang on tight now
12776,shes had a nasty knock on the head shell be all right youd better load her into bessie and take her down to the pub shell be needing rest and quiet for a bit
12777,well id better go and have a word with the brigadier hes probably bursting a blood vessel by now
12778,youve got the mind of an accountant lethbridge stewart so this is your heat barrier is it
12779,yes
12780,a hasty and inaccurate assessment brigadier tell me have you got enough cable to reach those high tension pylons over there
12781,well need at least ten thousand volts to get through this lot
12782,good only please hurry we may have very little time left
12783,negative diathermy sergeant buffer the molecular movement of the air with the reverse phase short waves its quite simple
12784,yes well according to classical aerodynamics its impossible for a bumblebee to fly
12785,now get a move on with the heat exchanger weve got to get it charged and through this barrier and down to the village before its too late
12786,no man no youre trying to channel the entire output of the national power complex through one transistor reverse it
12787,reverse the polarity
12788,yes i couldnt agree with you more sergeant now lets concentrate shall we
12789,about next christmas i shouldnt wonder at a rough estimate of course
12790,my dear chap i cant wait to find out
12791,its going i must get back the next time could be the finish sergeant osgood can you operate that machine now
12792,yes well youll have to we may have very little time left
12793,well of course they wont thats the whole point
12794,oh dear oh dear oh dear all right ill explain once again only this time please listen
12795,and it comes out here right
12796,good grief man its as simple as einsteins special theory of relativity
12797,good and when you get that thing finished bring it through the barrier and down to the village at once all right
12798,yes yes most amusing
12799,the masters planning to make slaves of you all im the only one who has a chance of stopping him
12800,thats nonsense all the master will bring upon you is disaster
12801,are you out of your mind
12802,you choose to mock the great qui quae quod well i will not
12803,what had you mind
12804,shatter it yes lamp i order you to shatter
12805,there thatll teach you daughter of light would you kindly untie my bonds
12806,ill give you one more chance look behind you
12807,very well let my familiar spirit bring that car to me
12808,im sorry to disappoint you madame but i were id hardly need your assistance in extricating me from this this sacrificial gift wrapping
12809,elemental my dear benton
12810,where else
12811,wait all of you
12812,well of course im frightened so should you be and your friend mister magister
12813,now were facing the greatest danger the world has ever known now look ive got to tell you the truth
12814,ive got to risk it
12815,im not a magician or a wizard or anything of the sort
12816,but neither is the master ive tricked you yes but only to save you from him
12817,yes of course that too
12818,science not sorcery miss hawthorne look
12819,and your mister magister uses no more magic than that
12820,all his feats are based on science either ours or the secret science of the daemons
12821,well he uses violent emotions fear hatred greed
12822,well the emotions of a group of ordinary human beings generate a tremendous charge of psychokinetic energy this the master channels for his own purpose
12823,no miss hawthorne im afraid not
12824,no no no of course not no they are essential to generate and control the psionic forces and to control the daemon himself
12825,how
12826,yes
12827,exactly all we can do is wait
12828,the energy exchanger this machine that the brigadier is building for me with that i should be able to drain off our visitors energy then perhaps we can sort him out
12829,jo i thought she was still in the pub
12830,what
12831,walkie talkie hello brigadier are you there
12832,look theyve got jo that machine must come through now now do you understand
12833,good and put a watch up on that barrow will you just in case the daemons ship reactivates
12834,come on brigadier get a move on
12835,right now some of you that way but spread out the rest of you follow me
12836,no we must wait for the brigadier
12837,we wont help her by committing suicide
12838,you see whats going on brigadier
12839,what all of you  brigadier
12840,the exchanger is working its bleeding off the energy
12841,a fat lot of good thatll do right keep the others back captain yates im going in before that creature recovers
12842,alone
12843,hello jo i cannot tell you how glad i am to see you
12844,oh im a dead man i knew that as soon as i came through that door so youd better watch out you see ive nothing to lose have i
12845,i came to talk to you
12846,certainly but first let her go
12847,are you all right jo
12848,yes i want you to leave this planet while you still can
12849,why not ive got a machine outside that can annihilate you
12850,youve already felt its power
12851,one of them yes not both
12852,to try and make you listen to me
12853,if you kill me now you will wonder throughout eternity whether you should have listened to my words
12854,i seem to remember somebody else speaking like that what was the bounders name hitler yes thats right adolf hitler or was it genghis khan
12855,im very pleased to hear it
12856,by no means you see i have an alternative
12857,leave humanity alone just go youve done enough harm
12858,you certainly did thanks to you man can now blow up the world and he probably will he can poison the water and the very air he breathes hes already started he can
12859,no no i dont want it
12860,of course i do dont you understand i want you to leave i want you to go away and give man a chance to grow up
12861,run for it brigadier
12862,well by a ridiculous and foolhardy act of selfsacrifice jo here has managed to save us
12863,you did you see azal couldnt face an act as irrational and as illogical as her being prepared to give up her life for me look jo why dont you go and get out of that ridiculous garb
12864,well all his power was turned against himself you might say he blew a fuse
12865,the spaceship automatic selfdestruct i suppose  chalmers
12866,stop firing youll damage bessie
12867,dont worry bessiell bring him back
12868,simple if you know how
12869,and look after him i want to deal with him later
12870,thank you for the compliment
12871,to what
12872,yes well it makes a change from the smell of sulphur doesnt it
12873,youre right jo there is magic in the world after all  ltback to the episode listing
12874,what gave you that idea
12875,my dear jo the tardis was being operated then under remote control by the high council of the time lords
12876,i dont want it to work for them i want it to work for me no ones going to turn me into an interplanetary puppet yes of course why didnt i think of that before©    doctor 2
12877,look jo dont worry about it it was a freak affect its very unlikely to happen again hold that and give me those papers
12878,sorry brigadier im busy
12879,my dear chap im a scientist not a politician
12880,humans are always squabbling over something brigadier
12881,all right brigadier so whats his problem
12882,any idea who
12883,and youre absolutely certain that he used the word ghost
12884,did you also make those marks on the floor over there© muddy feet sir reginald someone was in here you know
12885,oh hes in a bad way poor chap youd better get him to the hospital
12886,sir reginald weve just found a very severely injured man down by the canal tunnel
12887,and carrying that gun
12888,id like to get that gun down to the laboratory and run a few tests on it
12889,well basically its a form of ultrasonic disintegrator
12890,quite an effective little weapon eh
12891,i am
12892,oh my mistake i was forgetting the unimaginative nature of the military mind but we saw a couple of amicas seperatas a few moments ago didnt we jo
12893,mind you they were manifestations of a much more benevolent kind none of your clanking chains and chilly fingers but ghosts none the less
12894,top of the class jo now then pop this in here like that
12895,all right jo all right
12896,well the things completely dead now
12897,yes it started to work oh i see yes yes the temporal feedback circuit has overloaded
12898,please
12899,well
12900,and whoever tried to harm him will probably try again jo how would you like to spend the night in a haunted house
12901,thats common sense you cant expect a ghost to walk in a house full of people can you© come on tuck in
12902,well you ought to eat something you know this is likely to be a very long night
12903,yes yes thats a most good humoured wine a touch sardonic perhaps but not cynical yes a most civilised wine one after my own heart
12904,jo
12905,oh quite right do you know i remember saying to old napoleon boney i said always remember an army marches on its stomach
12906,its just the wind
12907,wake up jo its all right its morning
12908,jo jo
12909,execution
12910,may i ask whose orders
12911,sir reginald is at this moment many thousands of miles away in peking to be precise
12912,no im not he flew there yesterday
12913,its all there in the paper in front of you why dont you take a look
12914,thats right i wanted to talk to you
12915,thats better
12916,youre prejudiced
12917,yes thats not in their favour ill admit you know we shouldnt really judge them until we find out why theyre here well come on jo what about trying out some of that escapology of yours
12918,ill tell you what have a try at untying mine
12919,got them
12920,hes obviously not only important to us hes also important to them or history their history must talk a lot about sir reginald styles i think
12921,well in that case theres only one thing left for us to do
12922,youre learning jo
12923,have you got a better theory
12924,fanatics jo not thugs changing history is a very fanatical idea you know
12925,jo every choice we make changes the history of the world
12926,ah thats the blinovitch limitation effect
12927,did they© oh yes we were probably down the cellar at the time old styles keeps a remarkably good selection of wines you know
12928,look i dont thats very wise brigadier  brigadier
12929,yes well you tell captain yates not to worry everythings fine and tell old styles too and the prime minister  brigadier
12930,well that surprises you© i should have thought with your insight into the future oh no in your case itd be the past wouldnt it
12931,jo put that thing down ive only just got it in working order
12932,jo do as she says
12933,whats happened to her
12934,and if she wasnt
12935,how do you do© hai         brigadier
12936,please wait ive got to talk to you
12937,yes yes so you did
12938,thank you but im probably more familiar with the concept of time travel than you are now wait a minute before the time transference i saw a dalek
12939,look i came here in order to find miss jo grant
12940,but as long as theres a chance
12941,wait a minute what is my best way of finding her
12942,you wouldnt believe me if i told you
12943,am i© who am i spying for
12944,that wasnt a question that was a statement
12945,poor fellows im sorry i cant oblige them at the moment im not in the mood for games
12946,ive already told you what im doing here im looking for a girl called jo grant
12947,then im glad you finally succeeded
12948,you surprise me
12949,frankly i dont know whether i can stand much more of your hospitality
12950,miss grant
12951,is she safe
12952,it was two hundred years to be precise and quite frankly i wish i was back there now
12953,oh ive known many times and some of them much more pleasant than others
12954,well i met some people today who were far from kind
12955,well better than jumping from the crack of a whip from some security guard do you run all your factories like that controller
12956,oh© then what was it
12957,including old men and women even children
12958,now thats an old fashioned point of view even from my standards
12959,then why do you need so many people to keep them under control© dont they like being happy and prosperous
12960,am i now
12961,does he© i wonder why
12962,when i meet a regime that needs to import savage alien life forms as security guards i begin to wonder who the real criminals are
12963,you mean there arent enough humans around that will follow your orders so blindly
12964,isnt it© then what youre saying is that the entire human population of this planet apart from a few remarkable exceptions like yourself are really only fit to lead the life of a dog why
12965,havent i© who really rules this planet of yours
12966,neither do you jo neither do you that man is no more than a superior slave himself humans dont rule this world any longer jo
12967,right now do you understand exactly what to do
12968,good
12969,pity that was rather a good vintage
12970,you wont succeed you know
12971,my dear man how can i tell you what i dont know myself
12972,yes for your own purposes
12973,i dont doubt it
12974,as you cooperate with them© do you really think that makes any difference
12975,reasonable© they tolerate you as long as youre useful to them
12976,you sir you sir are a traitor youre a quisling
12977,so theyve turned the earth into a giant factory with all the wealth and minerals were looted and taken to skaro
12978,a family of quislings eh
12979,wouldnt you have helped more by organising the fight against them
12980,thats not what your criminal guerillas seem to think is it
12981,for the last time i tell you i havent got any information and quite frankly even if i had i wouldnt give it to you
12982,put that gun down theres no point in murdering him
12983,nevertheless hes not your real enemy
12984,they would always have found someone now just leave him
12985,this history of yours it talks about sir reginald styles
12986,so the conference he called was just a trick
12987,so you went back into our time to kill styles before he could carry out his plan
12988,well that must have been the man that we saw down by the canal tunnel you remember jo the one who vanished from the ambulance
12989,yes well theres one thing i dont quite understand and that is why were you so keen to rescue us© well believe me were grateful but
12990,yes
12991,what do you expect me to do
12992,youre asking me to commit murder
12993,that is still murder
12994,but your history could be wrong you know© now listen why dont you send us back to our time© we know the future now maybe there are other things we can do
12995,yes i agree jo vain to the point of arrogance a trifle obstinate perhaps but basically a good man so if it happened how did it happen© any of your people still in our time zone
12996,look please believe me im completely with you about the ends i only disagree as to the means
12997,any sabotage equipment
12998,dalekanium
12999,could it destroy a house
13000,isnt that exactly what he would have done© one last suicidal attempt to carry out his orders
13001,youre trapped in a temporal paradox styles didnt cause that explosion and start the wars you did it yourselves
13002,good
13003,oh yes it can and i can do it are you going to stop me
13004,you spoke of the war of its years of suffering and starvation well i can prevent all that happening you know
13005,thank you jo come here and stand by me
13006,brigadier brigadier get everybody out of this house at once
13007,look try and use your intelligence man even if you are a politician
13008,brigadier get this man and all the delegates out of this area immediately use force if you have to jo you stay here
13009,shura listen to me styles and all the delegates are already leaving this house you detonate that bomb and youll be sacrificing yourself for nothing
13010,no shes not theyve come back to make sure that their version of history isnt changed is everybody out of the house
13011,couldnt we set a time fuse
13012,very well
13013,tell your men to fall back let the daleks into the house
13014,it may not make military sense but its the only way
13015,so do we weve seen it happen havent we jo©  ltback to the episode listing
13016,there you are jo a perfect landing
13017,now now miss grant lets not be impatient
13018,its hardly a joyride jo this is the tardis first test flight since i got it working again
13019,one minute jo routine landing procedures first eh© lets see what the scanners have to tell us
13020,must be on the blink
13021,i hope youre as in good condition when youre as old as she is
13022,right jump
13023,jo the tardis may have its faults but it is indestructible our main worry is how to get to it we certainly cant climb down there jo jo look up there
13024,well we certainly cant recover the tardis by ourselves wed better get up there and see if we can find help
13025,well you could always wait here i suppose
13026,exactly so the sooner we find out the better come on
13027,well we certainly cant stay here jo ill tell you what lets traverse along this ledge for a bit ill see if theres another way out have a look that way
13028,yes what is it© jo© jo where are you© jo where are you
13029,what is it
13030,jo come at look at this
13031,no neither have i at least not on earth come on
13032,which way indeed© eenie meenie mynie mo
13033,yes if the tunnels never used why is this torch still alight
13034,late© er yes my apologies to the committee but er our space shuttle crashlanded down the mountain i wonder if something could be done about rescuing it
13035,how do you do
13036,im afraid that will not be possible we have lost everything in the crash
13037,yes of course will you excuse me
13038,yes in a democratic sort of way
13039,no no of course not
13040,yes thank you for reminding me
13041,threatened© perhaps youd be kind enough to explain that to me from the beginning©      peladon
13042,do my ears deceive me© members of the galactic federation squabbling like a gang of small children
13043,that is a splendid idea
13044,look out
13045,im sorry to have been so abrupt about it gentlemen
13046,i think we should investigate what caused this hepesh
13047,if only as a matter of protocol
13048,it must have been a pretty substantial type of ghost to have shifted a solid granite statue
13049,well the point is what does king peladon believe
13050,your majesty is an enlightened ruler but who will your people believe© king peladon or aggedor
13051,his majesty deserves the opportunity to convince us surely
13052,you dont think that king peladon would keep you here by force do you
13053,your majesty we will adjourn now and consider our position we will let you know our decision as soon as possible
13054,do they well believe me i know the ice warriors jo theyre a savage and a warlike race no among the delegates only ssorgs strength could have shifted that statue
13055,well who else could be responsible© arcturus is only a box of tricks and i hardly think centauri would hurt a fly would you
13056,the point is what possible motive could they have
13057,well how do you like being a princess princess
13058,obviously so
13059,youll do no such thing jo its far too dangerous im going to try a little direct confrontation here
13060,jo please do as i say theres a good girl
13061,i think that should do it
13062,this is the work of a skilled technical knowledge your medieval monster hepesh would simply have tried to smash arcturus protective globe
13063,yes of course you would but nevertheless you cant deny that you do have the necessary technical knowledge
13064,how very fortunate izlyr excuse me gentlemen
13065,in here© why© is someone in trouble© well who grun© not the princess© all right all right
13066,give me a chance to explain hepesh
13067,no hepesh give me a chance
13068,i had no idea that the tunnels would lead there
13069,king peladon i swear to you that i am telling the truth i am innocent
13070,yes youre a wily old bird arent old you hepesh© but you do realise dont you that my death would cause a major interplanetary scandal© consider the consequences hepesh
13071,i see killed while trying to escape is that it
13072,im afraid i cant well not without my space shuttle
13073,yes thats it where is it now
13074,well thats splendid and what about princess josephine
13075,hepesh why do you go to so much trouble© you could simply have me killed
13076,yet you slap the federation in the face by sabotaging the commission why
13077,afraid© afraid of what© the federation is your safeguard
13078,the federations real intent is to help you
13079,the progress that they offer that we offer isnt like that
13080,free© with your people imprisoned by ritual and superstition
13081,you can hardly expect your pet ghost to take on the whole federation singlehanded can you
13082,oh© who stands with you
13083,yes i rather hoped id meet up with you old chap
13084,klokleda partha mennin kletch haroon haroon haroon klokleda sheena tirra nach haroon haroon haroon
13085,no jo keep back
13086,jo keep back
13087,jo
13088,yes yes of course you did and very brave you were too come on lets see if we can find king peladon
13089,im sorry to disappoint you hepesh
13090,your majesty i bring you a message from aggedor
13091,well we just did and i must say hes quite pleasant company for an animal he didnt even seem to mind when i scratched him behind the ears
13092,rubbish his manifestation as you call it is solid hairy fact
13093,he lives in the tunnels beneath the city sire
13094,the entrance is hidden your majesty
13095,once i have proved what aggedor really is the trial by combat sir will hardly become necessary
13096,all right live grun i would not kill the kings champion
13097,thats why he wanted to make sure that peladon did not enter the galactic federation you see hed already made a private secret alliance with hepesh
13098,ah but is it
13099,but hepesh is still very much alive
13100,exactly and then all the rest of the galactic federation would take sides and
13101,and peladon would become the first battlefield blasted and sterile
13102,its not easy to be a king peladon but unless you replace hepesh he will destroy everything that you have worked for
13103,then i think we ought to try and persuade you your majesty will you excuse us© we have the need of a private conference for the benefit of alpha centauri
13104,jo do you realise how dangerous and complex this situation has become© hepesh could still bring peladon to his way of thinking and if that happens hell have won without a fight
13105,jo you seem to be forgetting something else officially we dont even exist were just a couple of imposters
13106,yeah so thats why grun was beckoning at me like that
13107,grun grun what happened© who attacked you© who
13108,perhaps we do come on youre not frightened are you a big chap like you© well dont be you come with me come on
